26, DL, 25, 14
29, PD, 18, 0
30, CW, 15, 0
28, IO, 42, 0
30, UF, 18, 0
30, ZJ, 25, 0
30, PD, 9, 0
27, OD, 52, 25
30, OD, 13, 0
27, UF, 72, 13
23, IP, 64, 85
30, NC, 6, 0
30, DV, 7, 0
30, CL, 16, 0
28, SB, 72, 0
30, DL, 5, 0
30, OD, 13, 0
27, PD, 36, 13
29, CW, 30, 0
28, UF, 54, 0
29, IP, 16, 0
29, SB, 48, 0
28, PD, 27, 0
25, OD, 78, 54
30, IP, 8, 0
30, CW, 15, 0
29, OD, 26, 0
26, UF, 90, 26
28, IP, 24, 0
22, ZJ, 225, 132
28, DV, 21, 0
30, IP, 8, 0
30, DV, 7, 0
27, DL, 20, 8
27, IO, 56, 0
30, OD, 13, 0
30, UF, 18, 0
30, DL, 5, 0
27, IP, 32, 5
24, NC, 42, 56
28, CL, 48, 0
28, SB, 72, 0
30, PD, 9, 0
28, IO, 42, 0
30, OD, 13, 0
30, UF, 18, 0
30, NC, 6, 0
27, IP, 32, 6
30, IO, 14, 0
30, IP, 8, 0
27, NC, 24, 14
24, DL, 35, 42
29, CW, 30, 0
28, OD, 39, 0
30, UF, 18, 0
30, ZJ, 25, 0
29, CL, 32, 0
29, SB, 48, 0
25, PD, 54, 48
28, CW, 45, 0
30, IP, 8, 0
28, NC, 18, 0
29, DL, 10, 0
25, IO, 84, 18
30, UF, 18, 0
30, ZJ, 25, 0
30, PD, 9, 0
27, OD, 52, 25
29, UF, 36, 0
30, WK, 19, 0
29, NC, 12, 0
29, DL, 10, 0
30, OD, 13, 0
30, UF, 18, 0
26, IP, 40, 18
29, ZJ, 50, 0
28, DL, 15, 0
28, IO, 42, 0
28, IP, 24, 0
25, NC, 36, 42
21, DV, 70, 102
28, PD, 27, 0
30, OD, 13, 0
20, CF, 132, 27
30, CW, 15, 0
29, OD, 26, 0
30, DV, 7, 0
26, PD, 45, 26
29, UF, 36, 0
28, WK, 57, 0
29, PD, 18, 0
25, CW, 90, 57
29, UF, 36, 0
30, IP, 8, 0
29, ZJ, 50, 0
29, PD, 18, 0
26, OD, 65, 50
28, UF, 54, 0
30, CW, 15, 0
27, WK, 76, 15
29, IP, 16, 0
28, ZJ, 75, 0
29, DV, 14, 0
22, SB, 216, 147
30, PD, 9, 0
28, IO, 42, 0
30, OD, 13, 0
30, UF, 18, 0
30, NC, 6, 0
27, IP, 32, 6
30, IO, 14, 0
30, IP, 8, 0
27, NC, 24, 14
27, DV, 28, 0
24, DL, 35, 42
29, OD, 26, 0
30, OD, 13, 0
27, UF, 72, 13
26, WK, 95, 0
30, IP, 8, 0
30, ZJ, 25, 0
30, DV, 7, 0
30, OD, 13, 0
26, SB, 120, 13
23, CW, 120, 133
29, NC, 12, 0
30, DV, 7, 0
30, DL, 5, 0
26, IO, 70, 12
29, IP, 16, 0
29, ZJ, 50, 0
29, CW, 30, 0
25, UF, 108, 50
30, WK, 19, 0
29, NC, 12, 0
29, DL, 10, 0
30, UF, 18, 0
26, IP, 40, 18
29, UF, 36, 0
25, ZJ, 150, 36
28, NC, 18, 0
28, DV, 21, 0
29, CW, 30, 0
26, SB, 120, 30
28, DL, 15, 0
28, CW, 45, 0
30, IO, 14, 0
22, OD, 117, 186
30, WK, 19, 0
28, IP, 24, 0
28, ZJ, 75, 0
30, NC, 6, 0
30, SB, 24, 0
30, DL, 5, 0
28, CW, 45, 0
30, ZJ, 25, 0
27, OD, 52, 25
24, UF, 126, 77
30, SB, 24, 0
28, CW, 45, 0
25, WK, 114, 45
28, NC, 18, 0
30, DV, 7, 0
28, DL, 15, 0
30, IO, 14, 0
29, OD, 26, 0
29, UF, 36, 0
25, IP, 48, 36
30, SB, 24, 0
30, UF, 18, 0
27, OD, 52, 18
28, UF, 54, 0
30, IP, 8, 0
24, ZJ, 175, 70
30, DV, 7, 0
29, DL, 10, 0
29, IO, 28, 0
29, IP, 16, 0
26, NC, 30, 28
30, SB, 24, 0
30, IO, 14, 0
29, IP, 16, 0
29, NC, 12, 0
26, DL, 25, 16
30, CW, 15, 0
30, NC, 6, 0
27, IO, 56, 6
29, OD, 26, 0
28, IP, 24, 0
30, DL, 5, 0
30, IO, 14, 0
30, IP, 8, 0
27, NC, 24, 14
23, DV, 56, 62
27, CF, 48, 0
30, UF, 18, 0
29, WK, 38, 0
26, CW, 75, 38
30, UF, 18, 0
30, ZJ, 25, 0
27, OD, 52, 25
29, UF, 36, 0
28, WK, 57, 0
30, IP, 8, 0
29, ZJ, 50, 0
30, DV, 7, 0
23, SB, 192, 113
29, IO, 28, 0
28, IP, 24, 0
28, NC, 18, 0
28, DV, 21, 0
25, DL, 30, 28
19, PD, 108, 305
28, OD, 39, 0
30, IP, 8, 0
30, ZJ, 25, 0
29, OD, 26, 0
26, UF, 90, 26
30, SB, 24, 0
25, WK, 114, 24
29, IP, 16, 0
29, ZJ, 50, 0
29, DV, 14, 0
29, PD, 18, 0
29, OD, 26, 0
30, WK, 19, 0
25, SB, 144, 26
29, OD, 26, 0
30, DV, 7, 0
30, SB, 24, 0
26, PD, 45, 26
22, CW, 135, 170
30, IP, 8, 0
28, NC, 18, 0
29, DV, 14, 0
29, DL, 10, 0
25, IO, 84, 18
30, WK, 19, 0
28, IP, 24, 0
28, ZJ, 75, 0
30, NC, 6, 0
30, SB, 24, 0
30, DL, 5, 0
29, PD, 18, 0
28, CW, 45, 0
24, UF, 126, 75
29, WK, 38, 0
28, NC, 18, 0
30, DV, 7, 0
28, DL, 15, 0
30, IO, 14, 0
29, UF, 36, 0
25, IP, 48, 36
30, SB, 24, 0
29, PD, 18, 0
28, UF, 54, 0
30, IP, 8, 0
24, ZJ, 175, 54
30, DL, 5, 0
30, IO, 14, 0
30, IP, 8, 0
27, NC, 24, 14
30, DL, 5, 0
27, DV, 28, 5
29, PD, 18, 0
28, CW, 45, 0
30, WK, 19, 0
25, SB, 144, 45
30, IP, 8, 0
30, NC, 6, 0
30, DV, 7, 0
27, DL, 20, 8
28, CW, 45, 0
29, UF, 36, 0
30, WK, 19, 0
30, IP, 8, 0
29, ZJ, 50, 0
28, DV, 21, 0
28, SB, 72, 0
30, DL, 5, 0
24, PD, 63, 72
30, WK, 19, 0
30, SB, 24, 0
27, CW, 60, 24
29, IO, 28, 0
21, OD, 130, 229
29, WK, 38, 0
30, NC, 6, 0
30, DL, 5, 0
27, IP, 32, 6
30, OD, 13, 0
27, ZJ, 100, 13
29, NC, 12, 0
29, SB, 48, 0
29, DL, 10, 0
28, PD, 27, 0
30, WK, 19, 0
30, SB, 24, 0
27, CW, 60, 24
30, IP, 8, 0
29, ZJ, 50, 0
30, SB, 24, 0
29, PD, 18, 0
26, OD, 65, 50
23, UF, 144, 115
29, SB, 48, 0
30, PD, 9, 0
30, SB, 24, 0
27, CW, 60, 24
30, UF, 18, 0
24, WK, 133, 84
30, ZJ, 25, 0
30, DL, 5, 0
30, IO, 14, 0
27, NC, 24, 14
29, DV, 14, 0
30, NC, 6, 0
30, DV, 7, 0
27, DL, 20, 7
30, PD, 9, 0
29, IO, 28, 0
28, OD, 39, 0
28, UF, 54, 0
24, IP, 56, 54
29, SB, 48, 0
28, PD, 27, 0
30, CW, 15, 0
29, UF, 36, 0
30, IP, 8, 0
30, SB, 24, 0
29, PD, 18, 0
26, OD, 65, 36
30, OD, 13, 0
27, UF, 72, 13
29, IP, 16, 0
23, ZJ, 200, 101
29, DV, 14, 0
28, DL, 15, 0
28, IO, 42, 0
28, IP, 24, 0
25, NC, 36, 42
29, SB, 48, 0
29, IO, 28, 0
28, IP, 24, 0
28, NC, 18, 0
25, DL, 30, 28
30, CW, 15, 0
29, OD, 26, 0
30, SB, 24, 0
26, PD, 45, 26
29, CW, 30, 0
29, NC, 12, 0
30, DL, 5, 0
26, IO, 70, 12
28, OD, 39, 0
30, UF, 18, 0
30, NC, 6, 0
30, DL, 5, 0
27, IP, 32, 6
30, ZJ, 25, 0
29, DL, 10, 0
29, IO, 28, 0
29, IP, 16, 0
26, NC, 30, 28
22, DV, 63, 82
15, CL, 256, 413
30, PD, 9, 0
29, CW, 30, 0
30, OD, 13, 0
26, SB, 120, 30
28, DL, 15, 0
30, WK, 19, 0
30, SB, 24, 0
27, CW, 60, 24
30, IO, 14, 0
29, UF, 36, 0
30, IP, 8, 0
29, ZJ, 50, 0
30, SB, 24, 0
26, OD, 65, 50
28, UF, 54, 0
29, WK, 38, 0
29, IP, 16, 0
28, ZJ, 75, 0
30, NC, 6, 0
30, DL, 5, 0
27, DV, 28, 5
27, CL, 64, 0
30, CW, 15, 0
27, SB, 96, 15
29, DL, 10, 0
23, PD, 72, 115
30, UF, 18, 0
29, WK, 38, 0
29, SB, 48, 0
30, PD, 9, 0
26, CW, 75, 48
29, IO, 28, 0
28, UF, 54, 0
29, IP, 16, 0
28, ZJ, 75, 0
29, SB, 48, 0
28, PD, 27, 0
25, OD, 78, 75
30, OD, 13, 0
27, UF, 72, 13
28, WK, 57, 0
28, IP, 24, 0
30, OD, 13, 0
27, ZJ, 100, 13
29, NC, 12, 0
29, DL, 10, 0
30, PD, 9, 0
30, IO, 14, 0
30, NC, 6, 0
26, DV, 35, 14
30, CW, 15, 0
27, SB, 96, 15
29, DL, 10, 0
28, CW, 45, 0
30, UF, 18, 0
30, ZJ, 25, 0
27, OD, 52, 25
29, UF, 36, 0
30, WK, 19, 0
30, IP, 8, 0
29, ZJ, 50, 0
28, DV, 21, 0
28, SB, 72, 0
30, DL, 5, 0
24, PD, 63, 77
30, WK, 19, 0
30, SB, 24, 0
27, CW, 60, 24
30, IO, 14, 0
29, UF, 36, 0
30, IP, 8, 0
29, ZJ, 50, 0
30, SB, 24, 0
29, PD, 18, 0
26, OD, 65, 50
28, UF, 54, 0
29, WK, 38, 0
29, IP, 16, 0
28, ZJ, 75, 0
30, NC, 6, 0
30, DL, 5, 0
27, DV, 28, 5
20, CL, 176, 140
15, CF, 192, 316
30, DL, 5, 0
29, CW, 30, 0
28, OD, 39, 0
30, UF, 18, 0
30, ZJ, 25, 0
29, DV, 14, 0
29, CL, 32, 0
25, PD, 54, 39
30, OD, 13, 0
28, UF, 54, 0
27, WK, 76, 0
28, PD, 27, 0
24, CW, 105, 76
28, UF, 54, 0
29, IP, 16, 0
28, ZJ, 75, 0
28, PD, 27, 0
25, OD, 78, 75
30, OD, 13, 0
27, UF, 72, 13
29, CW, 30, 0
26, WK, 95, 30
28, IP, 24, 0
30, OD, 13, 0
27, ZJ, 100, 13
30, NC, 6, 0
28, DV, 21, 0
28, CL, 48, 0
21, SB, 240, 181
29, PD, 18, 0
30, NC, 6, 0
27, IO, 56, 6
29, OD, 26, 0
29, UF, 36, 0
29, NC, 12, 0
30, OD, 13, 0
30, UF, 18, 0
26, IP, 40, 18
30, DV, 7, 0
29, IO, 28, 0
29, IP, 16, 0
26, NC, 30, 28
30, PD, 9, 0
30, IO, 14, 0
30, NC, 6, 0
26, DV, 35, 14
23, DL, 40, 62
28, OD, 39, 0
30, IP, 8, 0
30, ZJ, 25, 0
29, OD, 26, 0
26, UF, 90, 26
30, SB, 24, 0
25, WK, 114, 24
29, IP, 16, 0
29, ZJ, 50, 0
29, DV, 14, 0
29, CL, 32, 0
29, OD, 26, 0
30, WK, 19, 0
25, SB, 144, 26
22, CW, 135, 170
30, IP, 8, 0
28, NC, 18, 0
29, DV, 14, 0
29, DL, 10, 0
25, IO, 84, 18
30, WK, 19, 0
28, IP, 24, 0
28, ZJ, 75, 0
30, NC, 6, 0
30, SB, 24, 0
30, DL, 5, 0
28, CW, 45, 0
24, UF, 126, 75
29, WK, 38, 0
28, NC, 18, 0
30, DV, 7, 0
28, DL, 15, 0
30, IO, 14, 0
29, UF, 36, 0
25, IP, 48, 36
30, SB, 24, 0
28, UF, 54, 0
30, IP, 8, 0
24, ZJ, 175, 54
30, DL, 5, 0
30, IO, 14, 0
30, IP, 8, 0
27, NC, 24, 14
30, DL, 5, 0
27, DV, 28, 5
27, CL, 64, 0
28, CW, 45, 0
30, WK, 19, 0
25, SB, 144, 45
30, IP, 8, 0
30, NC, 6, 0
30, DV, 7, 0
27, DL, 20, 8
30, WK, 19, 0
30, SB, 24, 0
27, CW, 60, 24
29, IO, 28, 0
21, OD, 130, 229
29, WK, 38, 0
30, NC, 6, 0
30, DL, 5, 0
27, IP, 32, 6
30, OD, 13, 0
27, ZJ, 100, 13
29, NC, 12, 0
29, SB, 48, 0
29, DL, 10, 0
30, WK, 19, 0
30, SB, 24, 0
27, CW, 60, 24
30, IP, 8, 0
29, ZJ, 50, 0
30, SB, 24, 0
26, OD, 65, 50
23, UF, 144, 115
29, SB, 48, 0
30, SB, 24, 0
27, CW, 60, 24
30, UF, 18, 0
24, WK, 133, 84
30, ZJ, 25, 0
30, DL, 5, 0
30, IO, 14, 0
27, NC, 24, 14
29, DV, 14, 0
30, NC, 6, 0
30, DV, 7, 0
27, DL, 20, 7
29, IO, 28, 0
28, OD, 39, 0
28, UF, 54, 0
24, IP, 56, 54
29, SB, 48, 0
30, CW, 15, 0
29, UF, 36, 0
30, IP, 8, 0
30, SB, 24, 0
26, OD, 65, 36
30, OD, 13, 0
27, UF, 72, 13
29, IP, 16, 0
23, ZJ, 200, 101
29, DV, 14, 0
28, DL, 15, 0
28, IO, 42, 0
28, IP, 24, 0
25, NC, 36, 42
29, CL, 32, 0
29, SB, 48, 0
29, IO, 28, 0
28, IP, 24, 0
28, NC, 18, 0
25, DL, 30, 28
29, CW, 30, 0
29, NC, 12, 0
30, DL, 5, 0
26, IO, 70, 12
28, OD, 39, 0
30, UF, 18, 0
30, NC, 6, 0
30, DL, 5, 0
27, IP, 32, 6
30, ZJ, 25, 0
29, DL, 10, 0
29, IO, 28, 0
29, IP, 16, 0
26, NC, 30, 28
22, DV, 63, 82
27, CF, 48, 0
29, SB, 48, 0
29, CW, 30, 0
28, OD, 39, 0
30, UF, 18, 0
30, ZJ, 25, 0
29, DV, 14, 0
22, CL, 144, 48
26, CF, 60, 0
29, UF, 36, 0
28, WK, 57, 0
25, CW, 90, 57
29, UF, 36, 0
30, IP, 8, 0
29, ZJ, 50, 0
26, OD, 65, 50
28, UF, 54, 0
30, CW, 15, 0
27, WK, 76, 15
29, IP, 16, 0
28, ZJ, 75, 0
29, DV, 14, 0
29, CL, 32, 0
22, SB, 216, 147
28, IO, 42, 0
30, OD, 13, 0
30, UF, 18, 0
30, NC, 6, 0
27, IP, 32, 6
30, IO, 14, 0
30, IP, 8, 0
27, NC, 24, 14
27, DV, 28, 0
24, DL, 35, 42
18, PD, 117, 363
30, UF, 18, 0
30, ZJ, 25, 0
30, PD, 9, 0
27, OD, 52, 25
29, IP, 16, 0
29, ZJ, 50, 0
30, PD, 9, 0
28, OD, 39, 0
25, UF, 108, 50
29, SB, 48, 0
30, PD, 9, 0
30, UF, 18, 0
24, WK, 133, 48
28, IP, 24, 0
28, ZJ, 75, 0
30, NC, 6, 0
28, DV, 21, 0
28, CL, 48, 0
28, PD, 27, 0
28, OD, 39, 0
30, UF, 18, 0
29, WK, 38, 0
30, ZJ, 25, 0
24, SB, 168, 39
30, DL, 5, 0
28, OD, 39, 0
30, UF, 18, 0
30, ZJ, 25, 0
29, DV, 14, 0
29, CL, 32, 0
29, SB, 48, 0
25, PD, 54, 48
21, CW, 150, 207
12, DR, 418, 669
30, CW, 15, 0
27, SB, 96, 15
28, PD, 27, 0
28, SB, 72, 0
29, PD, 18, 0
25, CW, 90, 72
22, WK, 171, 162
26, ZJ, 125, 0
30, DL, 5, 0
27, DV, 28, 5
29, DV, 14, 0
26, DL, 25, 14
30, PD, 9, 0
23, NC, 48, 39
28, DL, 15, 0
29, PD, 18, 0
29, NC, 12, 0
25, DV, 42, 18
29, CL, 32, 0
30, CW, 15, 0
27, SB, 96, 15
29, PD, 18, 0
30, DV, 7, 0
26, NC, 30, 7
30, PD, 9, 0
30, NC, 6, 0
26, DV, 35, 9
23, DL, 40, 44
30, CW, 15, 0
30, DV, 7, 0
30, CL, 16, 0
30, SB, 24, 0
26, PD, 45, 24
30, WK, 19, 0
30, SB, 24, 0
27, CW, 60, 24
29, WK, 38, 0
20, IP, 88, 125
28, NC, 18, 0
28, DV, 21, 0
28, CL, 48, 0
30, PD, 9, 0
29, CW, 30, 0
26, SB, 120, 30
28, DL, 15, 0
29, CW, 30, 0
29, DV, 14, 0
29, CL, 32, 0
29, SB, 48, 0
25, PD, 54, 48
30, WK, 19, 0
30, SB, 24, 0
27, CW, 60, 24
30, DR, 22, 0
29, WK, 38, 0
29, NC, 12, 0
29, DL, 10, 0
26, IP, 40, 12
20, ZJ, 275, 150
29, DL, 10, 0
30, PD, 9, 0
26, DV, 35, 10
28, IP, 24, 0
28, DV, 21, 0
25, DL, 30, 24
29, PD, 18, 0
30, DV, 7, 0
28, DL, 15, 0
25, IP, 48, 15
30, ZJ, 25, 0
22, NC, 54, 63
30, IP, 8, 0
30, NC, 6, 0
27, DL, 20, 8
28, PD, 27, 0
29, IP, 16, 0
28, NC, 18, 0
24, DV, 49, 28
29, CF, 24, 0
28, PD, 27, 0
30, CF, 12, 0
27, DR, 88, 12
24, CL, 112, 100
28, CF, 36, 0
30, CW, 15, 0
30, DV, 7, 0
30, CL, 16, 0
26, PD, 45, 16
28, WK, 57, 0
29, PD, 18, 0
25, CW, 90, 57
30, CW, 15, 0
27, WK, 76, 15
29, IP, 16, 0
28, ZJ, 75, 0
29, DV, 14, 0
29, CL, 32, 0
22, SB, 216, 147
28, PD, 27, 0
28, NC, 18, 0
30, DV, 7, 0
25, IP, 48, 18
30, ZJ, 25, 0
29, DV, 14, 0
28, IP, 24, 0
25, NC, 36, 24
29, PD, 18, 0
30, IP, 8, 0
29, NC, 12, 0
25, DV, 42, 18
22, DL, 45, 66
28, WK, 57, 0
28, SB, 72, 0
25, CW, 90, 72
30, CL, 16, 0
30, CF, 12, 0
27, DR, 88, 16
30, CW, 15, 0
27, WK, 76, 15
30, NC, 6, 0
30, DL, 5, 0
27, IP, 32, 6
26, ZJ, 125, 0
28, NC, 18, 0
28, DL, 15, 0
30, IP, 8, 0
29, NC, 12, 0
25, DV, 42, 15
30, CF, 12, 0
28, DR, 66, 0
25, CL, 96, 66
29, CF, 24, 0
28, CW, 45, 0
30, WK, 19, 0
25, SB, 144, 45
30, IP, 8, 0
30, NC, 6, 0
30, DV, 7, 0
27, DL, 20, 8
21, PD, 90, 189
29, DR, 44, 0
28, SB, 72, 0
29, PD, 18, 0
23, WK, 152, 72
30, NC, 6, 0
30, DL, 5, 0
27, IP, 32, 6
27, ZJ, 100, 0
29, NC, 12, 0
30, DL, 5, 0
27, DV, 28, 5
30, DR, 22, 0
27, CL, 64, 22
27, PD, 36, 0
28, WK, 57, 0
30, IP, 8, 0
29, ZJ, 50, 0
30, DV, 7, 0
30, CL, 16, 0
23, SB, 192, 57
29, DL, 10, 0
30, DR, 22, 0
30, WK, 19, 0
30, IP, 8, 0
29, ZJ, 50, 0
28, DV, 21, 0
28, CL, 48, 0
28, SB, 72, 0
30, DL, 5, 0
24, PD, 63, 72
20, CW, 165, 249
29, CL, 32, 0
29, CF, 24, 0
26, DR, 110, 32
16, UF, 270, 425
30, IP, 8, 0
30, ZJ, 25, 0
30, DV, 7, 0
30, CL, 16, 0
30, PD, 9, 0
29, CW, 30, 0
26, SB, 120, 30
27, PD, 36, 0
28, UF, 54, 0
27, SB, 96, 0
28, PD, 27, 0
24, CW, 105, 96
27, UF, 72, 0
21, WK, 190, 201
29, SB, 48, 0
28, PD, 27, 0
30, CW, 15, 0
27, UF, 72, 0
23, ZJ, 200, 72
27, DL, 20, 0
28, PD, 27, 0
24, DV, 49, 27
30, CL, 16, 0
29, SB, 48, 0
29, PD, 18, 0
29, UF, 36, 0
30, PD, 9, 0
26, DV, 35, 9
23, DL, 40, 44
27, PD, 36, 0
29, CW, 30, 0
30, ZJ, 25, 0
30, CW, 15, 0
26, UF, 90, 25
28, ZJ, 75, 0
20, NC, 66, 115
29, CL, 32, 0
29, SB, 48, 0
28, NC, 18, 0
25, DL, 30, 18
30, CW, 15, 0
30, CL, 16, 0
30, SB, 24, 0
26, PD, 45, 24
29, CW, 30, 0
30, UF, 18, 0
30, ZJ, 25, 0
29, DL, 10, 0
26, NC, 30, 10
22, DV, 63, 69
30, PD, 9, 0
29, DR, 44, 0
26, CL, 80, 44
30, CF, 12, 0
28, PD, 27, 0
30, WK, 19, 0
27, CW, 60, 19
30, UF, 18, 0
29, WK, 38, 0
30, ZJ, 25, 0
24, SB, 168, 79
30, CW, 15, 0
30, DV, 7, 0
30, CL, 16, 0
30, SB, 24, 0
26, PD, 45, 24
29, CW, 30, 0
30, ZJ, 25, 0
30, CW, 15, 0
26, UF, 90, 25
28, ZJ, 75, 0
27, DV, 28, 0
30, PD, 9, 0
29, UF, 36, 0
23, NC, 48, 36
30, CL, 16, 0
30, SB, 24, 0
27, PD, 36, 0
30, CW, 15, 0
27, NC, 24, 0
23, DV, 56, 36
29, CL, 32, 0
29, SB, 48, 0
20, DL, 55, 115
30, WK, 19, 0
30, SB, 24, 0
27, CW, 60, 24
29, DR, 44, 0
28, UF, 54, 0
29, WK, 38, 0
28, ZJ, 75, 0
30, NC, 6, 0
30, DL, 5, 0
27, DV, 28, 5
30, DR, 22, 0
27, CL, 64, 22
30, CW, 15, 0
27, SB, 96, 15
29, DL, 10, 0
23, PD, 72, 111
28, UF, 54, 0
27, WK, 76, 0
27, SB, 96, 0
28, PD, 27, 0
24, CW, 105, 96
28, DR, 66, 0
30, CW, 15, 0
27, WK, 76, 15
30, PD, 9, 0
25, ZJ, 150, 9
30, DL, 5, 0
27, NC, 24, 5
29, DV, 14, 0
29, CL, 32, 0
30, CW, 15, 0
27, SB, 96, 15
30, NC, 6, 0
30, DV, 7, 0
27, DL, 20, 7
30, CW, 15, 0
30, DV, 7, 0
30, CL, 16, 0
30, SB, 24, 0
26, PD, 45, 24
28, WK, 57, 0
28, SB, 72, 0
29, PD, 18, 0
25, CW, 90, 72
21, UF, 180, 162
29, CW, 30, 0
26, WK, 95, 30
17, IP, 112, 342
28, DV, 21, 0
30, IP, 8, 0
30, DV, 7, 0
27, DL, 20, 8
30, UF, 18, 0
30, DL, 5, 0
27, IP, 32, 5
24, NC, 42, 37
30, IP, 8, 0
30, NC, 6, 0
27, DL, 20, 8
28, PD, 27, 0
29, IP, 16, 0
28, NC, 18, 0
24, DV, 49, 28
29, CF, 24, 0
28, PD, 27, 0
30, CF, 12, 0
27, DR, 88, 12
24, CL, 112, 100
28, CF, 36, 0
30, CW, 15, 0
30, DV, 7, 0
30, CL, 16, 0
26, PD, 45, 16
29, UF, 36, 0
28, WK, 57, 0
29, PD, 18, 0
25, CW, 90, 57
28, UF, 54, 0
30, CW, 15, 0
27, WK, 76, 15
29, IP, 16, 0
29, DV, 14, 0
29, CL, 32, 0
22, SB, 216, 147
30, PD, 9, 0
30, UF, 18, 0
30, NC, 6, 0
27, IP, 32, 6
30, IP, 8, 0
27, NC, 24, 8
27, DV, 28, 0
24, DL, 35, 38
29, UF, 36, 0
28, WK, 57, 0
28, SB, 72, 0
25, CW, 90, 72
30, CL, 16, 0
30, CF, 12, 0
27, DR, 88, 16
30, IP, 8, 0
30, CW, 15, 0
26, UF, 90, 15
30, CW, 15, 0
27, WK, 76, 15
30, NC, 6, 0
30, DL, 5, 0
27, IP, 32, 6
28, NC, 18, 0
28, DL, 15, 0
30, IP, 8, 0
29, NC, 12, 0
25, DV, 42, 15
30, CF, 12, 0
28, DR, 66, 0
25, CL, 96, 66
29, CF, 24, 0
28, CW, 45, 0
30, WK, 19, 0
25, SB, 144, 45
30, IP, 8, 0
30, NC, 6, 0
30, DV, 7, 0
27, DL, 20, 8
21, PD, 90, 189
27, UF, 72, 0
26, WK, 95, 0
30, IP, 8, 0
30, DV, 7, 0
30, CL, 16, 0
30, PD, 9, 0
26, SB, 120, 9
27, PD, 36, 0
23, CW, 120, 129
29, CL, 32, 0
29, CF, 24, 0
26, DR, 110, 32
29, CW, 30, 0
26, WK, 95, 30
30, DL, 5, 0
27, NC, 24, 5
29, DV, 14, 0
30, NC, 6, 0
30, DV, 7, 0
27, DL, 20, 7
30, PD, 9, 0
24, IP, 56, 29
30, DV, 7, 0
29, DL, 10, 0
29, IP, 16, 0
26, NC, 30, 16
28, DV, 21, 0
28, CL, 48, 0
30, PD, 9, 0
29, CW, 30, 0
26, SB, 120, 30
29, IP, 16, 0
29, NC, 12, 0
29, DV, 14, 0
26, DL, 25, 16
29, CW, 30, 0
29, DV, 14, 0
29, CL, 32, 0
29, SB, 48, 0
25, PD, 54, 48
27, WK, 76, 0
27, SB, 96, 0
28, PD, 27, 0
24, CW, 105, 96
30, DR, 22, 0
20, UF, 198, 201
30, SB, 24, 0
28, CW, 45, 0
25, WK, 114, 45
29, DV, 14, 0
28, DL, 15, 0
